index,artist_name,track_name,track_id,popularity,danceability,energy,instrumentalness,liveness,loudness,tempo
943,LANCO,Singin' at the Stars,6u5gQ1NBQTs5eDr8XH9i5M,-1.044913685,-0.4540332935,0.709285946,-0.3984205208,-0.6229424035,0.446895426,1.41607855
944,PnB Rock,Rewind,2aTUOXJgXvlQzK2KCcgYQt,0.6384325358,0.1031522105,-0.9055696324,-0.398628982,-0.4699114181,-0.06832805676,-0.1892848392
945,Souad Massi,Ghir Enta,738Ku4hI0ezRMNheUcW8Eh,-0.9326906036,0.8203803593,-0.4509856224,-0.3893020377,0.09288848683,0.05972832008,-0.0568709448
946,Kehlani,I Wanna Be,32rbXXATG6keHt8tcVieuX,0.3017632917,-0.15173052,-0.1782352164,-0.3980669738,-0.1537316962,0.2274008001,2.419124697
947,John Powell,Toothless: Smitten.,7n1aTmlxnpiQPLvz3g8NRU,-0.8204675222,-2.481240127,-2.461112821,1.877304865,-0.6027069013,-4.318172295,-1.359684177
948,Maldita Vecindad Y Los Hijos Del 5to. Patio,"Lo Pasado, Pasado",0loVgkJy6V4bK1RwN47eBl,-0.483798278,0.2869048767,0.8088614911,-0.3986164265,1.275400647,0.08671009848,-0.2395813299
949,Tora,Too Little,2kaZuAnq8jwPzVxGiqTdus,1.423994106,0.5180775858,-0.5678786535,0.1235204645,0.04862332577,-0.3749781097,0.202793071
950,Ted Nugent,Hey Baby,26arZyeKDvJc6pqjhayXNI,-1.269359848,0.3224699089,1.527537164,-0.3936067812,-0.3497631238,0.5558932451,0.3508324085
951,MAGIC!,#SundayFunday,7exnxg6XItzllOVVvFgwQE,-1.157136766,0.9211479504,0.7872146335,-0.3974491634,-0.8177091121,0.7965878397,-0.8658061696
952,Rx Bandits,Apparition,1yC2n0cfsyIASjIKD0EZ3H,-0.9326906036,-0.02132540208,0.9041076646,-0.398628982,-0.5793096018,0.4167015311,0.6033543226
953,Rihanna,Consideration,0WgBb7XgdtbUW0GlYel9mH,0.7506556172,1.73914369,-0.108965272,-0.398611484,-0.6412808273,1.29575074,0.8449116018
954,Kid Cudi,Cosmic Warrior,3uEBYVUzx2aft489ui6Nmi,-0.5960213594,-0.1043104771,0.7698971474,0.0398171181,-0.5900597124,0.3509602139,0.3440256168
955,Quincy Jones,Let The Good Times Roll,2dFJA0ZQ2OjA8TWjEV6P5n,-0.8204675222,-0.03910791816,0.4235474255,-0.398628982,1.243782674,0.399141961,-0.4417061603
956,Metronomy,Month Of Sundays,0wHDtiSOrIdzzmOYx21c8m,-1.157136766,0.3995274786,0.3023250228,-0.3177157472,-0.6640457673,0.3389683124,-0.3421861708
957,Hikaru Utada,Passion - Single Version,5r7TMSzxsHDLgqAGgJaD8r,-0.7082444408,-0.5429458739,1.008012581,-0.398628982,-0.4762350125,0.6419779666,-0.362606546
958,Bon Iver,Beth/Rest,6UI6aabe8NSRgTVySHn6CP,0.07731712889,-0.5962934221,-1.559304733,1.98093758,-0.482558607,-0.9977004238,0.2814567824
959,Phantogram,Same Old Blues,28iw1FqJf6Vnfl2Fcu9rBh,-0.5960213594,-0.05096292888,0.4192180539,-0.3986210501,0.7631894972,1.031072342,0.07631416247
960,Jonas Brothers,Chillin' In the Summertime,3q4v47PWadUEcGb53Sbd3u,-1.044913685,0.08536969443,0.8781314355,-0.398628982,1.90776009,0.8120059987,-0.8306321571
961,"Earth, Wind & Fire",Sun Goddess (feat. Ramsey Lewis),6NzOdf2JKluJVXEKjGDAMA,-0.0349059525,-0.2762081326,1.397656018,-0.3984380587,-0.9897108808,0.2974249393,-0.8916585658
962,Arizona Zervas,Homies,3jSAaCVNJVd4I0cCh42bay,0.6384325358,1.122683133,-0.3947037926,-0.3985891631,-0.4066754737,0.9642603197,0.6776590048
963,Ed Sheeran,Eraser,7oolFzHipTMg2nL7shhdz2,2.097332594,0.2987598874,0.8781314355,-0.398628982,-0.8689302271,0.5366205462,-1.132142853
964,Gaullin,Op Opa,2rzGN2eI7TsJe5xzx9sOb2,0.5262094544,1.383493369,0.5707460573,-0.3982415551,1.00980968,0.03488795267,0.1746270362
965,The Jeff Healey Band,Angel Eyes,3gDtrR0W8CmkyS6mweesSS,-0.8204675222,-0.3177006701,-0.1652471018,-0.398628982,-0.8145473149,0.272798713,0.2391406682
966,Janelle Monáe,Pynk (feat. Grimes),5OpiyfqaQLdtwHd3SfembH,0.7506556172,0.488440059,-1.377471129,-0.398613477,-0.6058686985,0.06636669413,-0.6309215582
967,Fuego,35 Pa Las 12,18H4UlOn9dxEFkQ9kWBCVJ,-0.9326906036,0.6662652199,0.06420958896,-0.3959345314,-0.5015293903,1.005589552,0.9775266821
968,Keith Urban,Little Bit Of Everything,1J8j3IeJz1HXoHF59LoP4h,0.07731712889,0.1742822749,1.181187442,-0.398628982,-0.9821225675,0.4631701495,1.348044163
969,JPEGMAFIA,DD Form 214,3EMBRAE27agDta0zxgH8p4,-0.2593521153,-0.01539789671,-0.2864695045,-0.3982547085,1.205841108,-0.3186590008,-0.1062285676
970,Passion Pit,Make Light,0lo98Gacg04cnpdrPHcBcF,-1.269359848,-0.3947582398,0.2330550784,-0.3606436063,2.053202762,0.8096504467,1.349050093
971,Ward Thomas,No Fooling Me,60j0tXalnpq8iWnh4RyaSQ,-0.483798278,-0.9519437438,-1.074415122,-0.3986110854,-0.5989127446,-0.03063922344,1.65431626
972,Bad Suns,One Magic Moment,0St0LTM5Eiro0iBGkUCj8S,0.413986373,-1.657316882,0.5707460573,-0.3982403593,-0.5141765791,0.6458325064,0.009654546849
973,Stan Getz,Falsa Baiana,2ExI2HJwAPqXs2eWfHb1uX,-1.044913685,-0.2287880897,-0.6977597993,0.4822490919,0.7505423083,-0.6709211076,-1.093515148
974,Alex Rose,Dejate Llevar,4kMA4DdOlkzJGUhx8tMcAv,1.985109512,0.3106148982,0.08152707506,-0.398628982,-0.5394709569,0.3104875463,1.347876508
975,Hayden James,Better Together,6VHLa2Ov2NnnekRjLpAgdv,1.087324861,1.004133025,0.8781314355,-0.3519942605,0.877014197,0.2528835908,-0.1263471639
976,Star Cast,"Unlove You - From “Star (Season 1)"" Soundtrack",37k4rGLqtHzxKjRTaPbYaq,-0.8204675222,0.5951351555,0.8391670918,-0.398628982,0.22568397,0.7207818908,-0.5466581709
977,Lil' Kim,Magic Stick,0aULRU35N9kTj6O1xMULRR,0.6384325358,1.537608508,-0.4769618515,-0.3984308841,0.5039221252,0.06015660228,-0.8984653575
978,Louis The Child,Last To Leave (feat. Caroline Ailin),4v0134PgBTGsFJiGcV4eJk,1.423994106,0.9685679933,-0.03103658457,-0.3976364995,-0.5457945513,0.3912187404,-0.8624530702
979,Paul Davis,Cool Night,29KyVqHekckVGfxHn8QS7m,-0.5960213594,-0.08060045569,-0.3514100773,-0.398628982,1.003486086,0.6246325376,-0.4213863781
980,Rihanna,Umbrella,49FYlytm3dAAraYgpoJZux,3.331786489,-0.03910791816,0.9517307514,-0.398628982,-0.9214160609,0.7601838529,1.819087564
981,Lauv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,4.566240384,0.05573216762,0.5361110851,-0.398628982,0.3395086699,0.2344674564,-0.589007816
982,Reel Big Fish,Pissed Off,4HIieEZSos4IOCzSgcKsgS,-1.044913685,0.6247726823,1.358691675,-0.398628982,-0.4509406348,0.7970161219,0.8450457257
983,The Chainsmokers,All We Know (feat. Phoebe Ryan),65Qe0x9oCbs9pNJc6QBFx7,-0.2593521153,0.4528750268,-0.08298904286,-0.3916537032,-0.482558607,-0.131927963,-0.9986894979
984,Eminem,Yellow Brick Road,0pMUgJwp0a7Wxypy8xfmMO,-0.483798278,0.6544102091,0.9517307514,-0.3984882807,-0.02725980748,0.8385594949,1.65126494
985,Aayushi,Diamond Child,1msfqzqHggvi1mlCT4Z7O5,-1.269359848,-1.029001314,-0.9315458616,-0.3924508779,-0.5660300535,-0.2389985122,-1.267105103
986,Mick Jenkins,Plain Clothes,1yU4R662E6c3fe9ftu5VgB,-0.483798278,0.2513398446,0.791544005,-0.398628982,-0.6906048639,0.1100514782,-1.529418067
987,Franc Moody,In Too Deep,5gatbCb4evWxs0CMMuiqGX,-0.2593521153,1.614666078,0.2676900506,-0.3069538884,4.21587206,-0.0629745293,-0.2947398146
988,SG Lewis,Hurting,25RidNaiNy18JKHuF3T26h,1.199547943,1.199740702,0.1724438771,-0.3982594915,-0.5951185879,0.8965917326,-0.05905045939
989,Bone Thugs-N-Harmony,"""Eternal""",14Klge4yTyUeFEn9yvBUjh,-0.483798278,1.353855842,-0.4163506502,-0.3986232424,1.774964607,-0.2381419478,-1.332188762
990,En Espíritu Y En Verdad,Cantamos Aleluya,2nnta8nUTOsACU83uIg9n7,-0.483798278,-0.2762081326,0.07286833201,-0.3804533982,0.8580434137,0.5062125102,-0.7646431614
991,Destiny's Child,"No, No, No Pt. 2",5kHgrRO3hMDPehtH9VhYQc,-0.483798278,0.4765850483,-0.117624015,-0.398628982,-0.656457454,0.9805350432,2.081065218
992,Marc E. Bassy,So Simple,3okdJc9o2k1Bj5OnYOJTga,-0.1471290339,0.9626404879,-0.1349415011,-0.398628982,1.307018619,0.1436716307,-0.9301521466
993,Louis La Roche,Ghost,37l1GLxCvuUrP1qyg3dM3Z,-0.8204675222,0.4054549839,1.124905612,-0.1829932182,-0.4572642292,-0.4484285064,-0.06049229213
994,Culture,Jah Rastafari - 2001 Digital Remaster,0GmOHn2XofRigQ4Eaqu6jQ,-1.044913685,0.9863505094,-0.2734813899,-0.398628982,0.8896613859,-0.258271211,-1.489549716
995,GASHI,Avni/Goodlife,2ZibRohAXyXveJ5PC3zep6,-1.269359848,0.3876724679,-0.745382886,-0.3967795366,-0.5457945513,-0.171115784,-0.9969794172
996,Willie Colón,Plastico,1r1eiM9qXEdvteunOAslIW,-1.157136766,0.5002950697,-0.2778107614,-0.3986187782,1.224811891,0.09420503693,-0.5123894952
997,Big Time Rush,Oh Yeah,5fiGPVX1TkKQy0fpyHuS7e,-0.7082444408,0.4410200161,0.7482502897,-0.398628982,1.597903963,0.7248505717,0.009118050949
998,Mitski,Liquid Smooth,3UChNf9rb9hJZvOcU9HCTb,-0.8204675222,-1.384651635,-1.156673181,-0.398628982,-0.3307923405,-0.2818267319,-0.2098058074
999,We Are Messengers,Everything Comes Alive,487b6sgrMcjUBi7Xoj6igG,-1.044913685,0.553642618,0.9474013799,-0.398628982,-0.5521181458,0.5725962507,-0.7635366386
1000,Andrew Bird,Giant of Illinois,3ma4G9BfQ3iUrrCu4i00nQ,-0.7082444408,-0.7504085615,-1.983583142,-0.3981506772,-0.482558607,-1.02232665,0.7647054646
1001,Hot Chip,Flutes,4Z03QyhMr9NIbMwKnajzwT,-0.8204675222,0.6010626609,0.43653554,-0.3896607663,-0.6197806062,0.3858652129,-0.05938576933
1002,FKA twigs,Ache,58t4UysofGey2TzRseCSmd,-0.5960213594,0.1742822749,-0.4553149939,-0.3296733681,-0.4888822014,-0.5158829524,0.342852032
1003,Two Door Cinema Club,Lavender,2szGzI6hn9EiHlooRQ2tdz,-0.8204675222,1.430913411,-0.736724143,-0.3963410905,-0.8670331487,0.2436755236,-0.7969670394
1004,Kari Jobe,The Cause Of Christ,70EydOWbBwGIlHuv0h7uwF,-0.3715751967,-1.266101528,-0.3860450495,-0.398628982,0.8201018471,0.01540111272,0.8069880478
1005,Moneybagg Yo,Change Partners,67ZJlVhmUeJI583DwI1oYw,0.1895402103,0.8263078646,-0.1695764733,-0.398628982,0.1308300534,0.5809477536,1.347038234
1006,Farruko,Coolant,2fHOqQ9K6eY0wsbVZiYZPw,2.097332594,1.40720339,1.042647553,-0.398628982,-0.9188866231,0.710288977,1.617365105
1007,Bob Marley & The Wailers,One Love / People Get Ready - Exodus 40 Mix,4cScJvGYCkfsXhQUS8cZyX,-0.2593521153,0.636627693,-0.4076919072,-0.398628982,-0.6931343017,-0.3803316371,-1.43975619
1008,Tyler Childers,If Whiskey Could Talk,7qOBT0fyIMboUyYI93IbD3,-0.0349059525,-0.05689043424,-1.719491479,-0.3985389013,-0.526823768,-1.061086189,0.5546337887
1009,Brothers Osborne,Greener Pastures,5EQBiTpfSvEdw1jLn6s3uT,-0.2593521153,0.4291650054,0.700627203,-0.3972498697,0.2509783478,0.2582371183,-0.7956928616
1010,From Ashes to New,Stay This Way,1aGZAitGPKHH2omwTZJRRT,-0.3715751967,-0.8511761527,1.627112709,-0.398628982,-0.3940282848,0.9141513027,1.182769895
1011,Kollektiv Turmstrasse,Sorry I Am Late - The Blaze Remix,4YxQ9MCaRTXgfLnz1pXNTP,-0.7082444408,1.40720339,-0.2994576191,2.467214163,-0.4572642292,-0.4993940878,0.07534176365
1012,Cavetown,Lemon Boy,0ZTjo2BjVAicpu6LRusfeg,1.872886431,-0.4895983256,-0.5678786535,-0.3986225249,-0.6273689196,-0.4070992744,0.6756471452
1013,Eric Church,Sinners Like Me,71geaRAZ2M5w08T3kl5Xvs,0.3017632917,-0.8037561098,-0.2345170462,-0.3986211697,-0.179026074,-0.07775026509,0.6725622938
1014,James Arthur,Impossible,5yVIlYEHZxQVLyInCdldoS,2.658448001,-1.266101528,0.3759243387,-0.398628982,-0.4952057958,0.721210173,1.667762189
1015,Leven Kali,Do U Wrong (feat. Syd),6PktsUMUtMAu8GRTmeH9Vy,1.311771024,0.7136852627,-0.654466084,-0.3985707883,-0.5906920718,-0.1045179024,-1.370682343
1016,COTIS,Ride,2nBxxA0PS6hwzh7a4MMrf8,-0.8204675222,1.531681003,-0.09597715743,-0.3978517367,-0.482558607,-0.6171716919,-0.4937462627
1017,Thousand Foot Krutch,Running With Giants,779WN5O6INolMxc4RNBlnu,-0.7082444408,-0.2880631433,0.9041076646,-0.398628982,0.2446547533,0.5670285822,1.281082769
1018,Brennan Savage,Look at Me Now,46eK1kembooWblMi7M7yLM,2.209555675,0.3521074357,-0.3081163621,1.199706347,-0.6039716202,-0.3512084477,1.351229608
1019,Electric Light Orchestra,Sweet Talkin' Woman,0xAhbD6lCf5re1RXl5yiTm,0.7506556172,0.1150072212,0.007927759148,-0.398628982,-0.6027069013,-0.2259359052,0.06903793682
1020,A Tribe Called Quest,Like It Like That,67UpJLYBsYEAbe0Mm1xRf8,-1.157136766,2.023663948,-0.8666052887,-0.3986245577,-0.5925891502,0.02011221688,-0.8301291922
1021,SHINee,데리러 가 Good Evening,3dTFof43vcpQKx6Z3iTsOj,0.8628786986,0.5240050912,0.8651433209,-0.398628982,0.3458322643,0.8546200773,0.006770881385
1022,Lauv,Superhero,1Fo4OvzP9PThFKMeMIAEYu,2.995117245,0.5417876073,-1.165331924,-0.398628982,0.6114232307,-0.09937851602,0.3421143501
1023,SLUMBERJACK,Daggers,72s0oy2pvgiAXLkzKWusvK,-1.157136766,-0.5251633578,1.45826722,-0.398628982,-0.2675563961,0.9824623131,1.010957083
1024,Andrew Belle,Horizon,3zWevIe2WHEkpiN6od55js,-1.157136766,-0.643713465,0.1594557625,1.119988874,-0.5394709569,0.1556635322,-1.384698298
1025,Tay-K,I <3 My Choppa,0Dk9lP1YnOqssHH0oCeq9u,0.97510178,0.8440903807,-0.6025136257,-0.398628982,-0.4382934459,0.1181888399,1.3465688
1026,Nicky Jam,La Calle Me Hizo,2bMSUpA43qHGHnQRaXv8VL,-1.157136766,1.081190595,0.8131908626,-0.398628982,0.9149557637,1.091888414,-1.333429409
1027,Dan Romer,The Same Answer,5KlC2hzT0q5KHTTShSlzE5,1.087324861,-2.28563245,-2.628226562,3.375993353,-0.6899725045,-5.921232558,-1.104278597
1028,Luke Bryan,Do I,7A5CReD6yWe0rrkJym34QI,0.97510178,-0.05096292888,0.3542774811,-0.398628982,-0.4952057958,0.6045032744,0.6105299553
1029,Hooverphonic,Romantic,0uq1Z8z4sNHK1QlC14lLX6,-0.483798278,0.03794965154,0.7958733765,-0.3837218146,-0.7500466517,0.3955015624,-0.3284384634
1030,Jon Z,El Mango,6FuXYpWJpvuuygBn5GQgMQ,-0.5960213594,1.626521088,0.4625117692,-0.3906970935,-0.482558607,0.1280393305,0.3422820051
1031,U2,I Still Haven't Found What I'm Looking For,6wpGqhRvJGNNXwWlPmkMyO,2.658448001,-0.1398755093,0.7525796613,-0.3866713611,-0.6811194723,-0.2696206892,-0.6341740646
1032,City of the Sun,Everything,17Vyuiin8uY1eOR1imRtqS,-0.0349059525,-1.355014108,-1.611257191,3.368021605,-0.6419131868,-2.597762711,0.6517060156
1033,Wisin & Yandel,Me Estas Tentando,4aoOqUC4qg1FIxx6vtMNHn,0.8628786986,1.312363304,1.315397959,-0.3985896414,0.8896613859,1.175189302,-0.1268165978
1034,Regulo Caro,Empujando la Línea,4doAczw4VqEa9qJu1M8Ou5,1.423994106,0.8915104236,1.25911613,-0.398628982,-0.1853496684,0.777743423,-0.3297797031
1035,Kevin Garrett,Refuse,7yop4bDCROwfTP6MQkCHU9,-0.2593521153,-0.5962934221,-1.546316618,-0.2073070474,-0.4572642292,-0.7336644495,-1.985741362
1036,Daft Punk,Give Life Back to Music,0dEIca2nhcxDUV8C5QkPYb,1.199547943,1.176030681,0.02957461677,1.789615645,-0.5887949935,-0.5392243321,-0.02481531475
1037,gnash,t-shirt,2eLPcyGhaTXQBwby9Ey8lG,1.311771024,0.1979922963,-0.3600688204,-0.398628982,1.774964607,-0.06447351698,1.346870579
1038,Joe Goddard,Lose Your Love,2VKO3Jo5Zgi4lKkazhtJlI,-0.483798278,0.6840477359,-0.3903744211,1.399000028,-0.560971178,-0.6062504959,0.1744593812
1039,Smokepurpp,Krispy Kreme,7ecNu9jpiPxrXblef76UXB,0.3017632917,1.24123324,0.01225713067,-0.398628982,-0.5331473625,0.1072676439,-1.418262823
1040,Godsmack,Whiskey Hangover,5tm6PaYvkJdlWkVC5b1Am5,-0.9326906036,-0.1872955522,1.497231563,-0.398628982,-0.5742507263,0.7657515215,0.36977742
1041,Lil Wayne,Let It All Work Out,3BUWNzPWz2mDbptZmGEXpB,1.648440268,-0.2228605844,-0.2042114455,-0.398628982,0.7189243361,0.2764391117,0.5109093728
1042,Alesso,TIME,108r6pnZHStBIktpyyps9w,1.311771024,1.051553068,0.8867901785,-0.3985731798,0.9718681136,1.349714297,0.006267916478
1043,The Beatles,She Said She Said - Remastered 2009,3VSuWxZM6x6V3ig5nYtikL,0.3017632917,-1.54469428,0.2979956513,0.2709977891,4.139988927,0.05887175569,-0.4459981275
1044,Elliott Smith,Waltz #2 (XO),5AMrnF761nziCWUfjBgRUI,0.07731712889,0.2572673499,-0.5159261953,-0.3983531596,-0.6305307168,0.1038413864,0.4158154744
1045,Melodiesinfonie,Clearwater,7rZDFyMwzremseqy3kaeKs,0.3017632917,-0.7859735937,-1.576622219,-0.2969892043,-0.7361347439,-0.7976926379,-1.099953099
1046,Roy Hargrove,Ruby My Dear,1czzmAtPTw287TyMQEfCfg,0.3017632917,-1.052711335,-1.793090795,2.427355427,-0.5205001736,-0.4572082914,0.4741594036
1047,Pepe Quintana,"Ella y Yo (Remix) [feat. Farruko, Ozuna, Arcangel, Anuel Aa, Bryant Myers, Kevin Roldan, Ñengo Flow, Alexis La Bestia & Ñejo]",59osEAhiXkRXH6hZTD4VqC,1.311771024,1.057480574,0.2676900506,-0.398628982,-0.05887777967,0.08028586553,0.1396877407
1048,Trippie Redd,Elevate & Motivate,5Tp5zlCgbwXLMa3pgYsNMl,1.536217187,0.3995274786,0.6530041162,-0.398628982,-0.2485856128,1.007945104,1.21734035
1049,Kid Ink,Bossin' Up (feat. A$AP Ferg & French Montana),2kCOP4w7dU57nb5yV1575Z,-0.483798278,1.211595713,-0.1565883588,-0.398628982,-0.5748830857,-0.01993216852,0.007273846291
1050,Ramin Djawadi,Gorgeous Beasts,59iibPZaub7oPy1j3ZRyaP,-0.7082444408,-2.641282772,-1.775773309,2.806013422,-0.4635878236,-1.955981839,-0.551318979
1051,Casting Crowns,One Awkward Moment,7BAUDW6RQ8XfRCjmJ9HypC,-0.483798278,-0.9341612277,-0.1868939594,-0.3985967363,-0.5394709569,0.04816470077,-1.432278778
1052,Tech N9ne Collabos,Sickology 101,1wJyVldOVNI1Fipa513W8S,-0.1471290339,0.9744954986,1.176858071,-0.398628982,1.12363438,1.018438018,-0.933840556
1053,Sundara Karma,She Said,0Sgu2kKr8M0uuqKygi2wrH,-0.3715751967,-1.017146303,1.453937848,-0.398628982,-0.5205001736,0.9413472222,1.517744523
1054,Jhene Aiko,Remember,3vMVipXhMeZt3wWbSBD4th,-0.3715751967,-1.550621785,-1.169661295,-0.398546873,-0.1600552907,-1.064726588,1.830018668
1055,Kings of Leon,Ragoo,1ivW2dMacQpwAoc9olT6UJ,-0.0349059525,0.897437929,0.6703216023,-0.3986186586,-0.6046039796,0.4738772044,-0.5958146077
1056,$uicideBoy$,For The Last Time,4AtzZyzf00fxAaJO2LyXiO,1.648440268,1.531681003,-0.4423268793,-0.3986194159,-0.5932215096,-0.3285094913,0.6799726434
1057,Bazanji,Escape,6bsRjBN6AaDyBxzkjD5iZN,0.413986373,0.767032811,0.4192180539,-0.398628982,-0.4509406348,0.1505241458,-1.331652266
1058,Bridgit Mendler,Do You Miss Me at All,0dCkP52sqp3Y25jODhmuNn,-0.1471290339,1.229378229,0.163785134,-0.3976723723,-0.5015293903,0.07878687784,-0.1606158395
1059,The Marías,ABQ,5P9PQR7CM5YPEU2I3EypWM,-0.2593521153,-0.2939906487,-1.308201184,1.972965832,-0.5078529847,-1.721497336,0.5773678024
1060,Edguy,Superheroes,73XF2iZwVg96NQlTazPy1E,-0.9326906036,0.02016713545,1.306739216,-0.398628982,-0.1916732628,0.9060139409,0.444819784
1061,H-Town,Emotions,2wqSycuLuGlQgzV1aA6Myu,-1.157136766,-0.0331804128,-0.7150772854,-0.398628982,2.647620639,-0.7004725792,-0.06002285821
1062,Darius Rucker,Love Without You,5Q2glzojVDeCKxOoKwIYV9,-1.269359848,-0.7148435294,-1.074415122,-0.398628982,-0.5521181458,-0.6647110158,-1.517380441
1063,Eminem,Desperation,01zPnSlKCw9WLbY0kvNep0,0.1895402103,0.7077577574,1.358691675,-0.398628982,-0.7797675455,1.221443779,0.8119506349
1064,The Game,The City,6m49tZii9UUttOgDozxjI1,-0.0349059525,0.07351468371,0.7266034321,-0.398628982,-0.6153540901,0.8616867336,0.859866425
1065,Octavian,Feel It (feat. Theophilus London),3jjLiYTXT40uXL7KllGzs9,0.97510178,0.7848153271,0.01225713067,-0.398628982,0.5545108807,0.2882168721,-0.2607393869
1066,"Parks, Squares and Alleys",We're Not Just Friends,0CyRloqqjpeKEAd3cO6J6z,0.3017632917,0.3876724679,0.1897613632,2.590776246,-0.6969284584,0.1423867841,-0.1603475916
1067,BRIDGE,Secrets,25ebmzQIigTKgGueXtFqv2,0.07731712889,0.09129719979,0.3153131374,-0.398628982,-0.3940282848,0.3633803976,-0.3355470341
1068,Col3trane,Chemicals,6aNbyKEgohr6XsqjABhxLq,-0.8204675222,0.340252425,0.1291501618,-0.3954004244,-0.6766929562,-0.01050996019,1.484012343
1069,Tee Grizzley,No Effort,6iF5JgF1GNUQwlnsgnMzUu,1.199547943,1.810273755,0.3845830817,-0.398628982,0.7378951194,0.3378976069,-0.6632119052
1070,Kevin Krauter,Keep Falling in Love,3bm1SnVWjNA6WlKvslzA1J,-0.3715751967,0.5121500805,-0.1392708727,-0.2172717315,-0.4635878236,0.1905685312,0.07571060458
1071,Echo & the Bunnymen,Bring on the Dancing Horses,5uh98HlgvoJd2zRWAduj2Y,0.07731712889,-0.1280204986,1.367350418,-0.3788989075,0.8011310638,0.6164951759,-0.0444980081
1072,Grouplove,Schoolboy,2jNXdH04BuEyF39STtL8Pp,-0.9326906036,-0.1872955522,1.025330067,-0.3986235214,0.5165693141,0.2899300009,-0.2942033187
1073,Seether,Tonight,290yPLUQhUqZd1OlmPWGRI,-0.8204675222,0.00238461937,1.384667904,-0.1347641472,-0.4762350125,0.8130767042,0.175532373
1074,Etta James,A Sunday Kind Of Love,0zGLlXbHlrAyBN1x6sY0rb,0.6384325358,-1.21275398,-1.420764844,-0.398628982,0.4975985308,-0.3028125595,-1.286284832
1075,Lady Gaga,Sexxx Dreams,0kS6GezxkbM5YXffQFnID6,0.1895402103,0.5002950697,0.4581823976,-0.398628982,-0.6254718412,0.8171453851,-0.195655728
1076,The Blues Brothers,Soul Man - Live Version,5z2F9FkKdhd9HOSTI1GxRq,-0.3715751967,0.2335573285,1.072953154,-0.3828449224,3.583512616,0.2342533153,-0.1181320704
1077,BADBADNOTGOOD,In Your Eyes - Nosaj Thing Remix,5idpkdIZJS70qhBNZQNcsC,-1.044913685,-1.426144173,-1.109050094,-0.3986126001,-0.7633262,-0.2640530207,-1.349188976
1078,Andrew Bird,Imitosis,5FXLIKdvJE29otScgM8VD4,-1.269359848,1.537608508,0.01225713067,-0.3984320799,-0.5691918507,-0.08567348573,-0.1814385867
1079,Cam,Mayday,6S41CRE6RhL7t845m2owk0,-0.3715751967,-0.3888307345,0.3066543943,-0.3332606544,-0.4066754737,0.4785883085,1.069267481
1080,Rusko,Squeeze (Burnin),5QndJNxLv7ys3FOQCMpDBk,-0.8204675222,1.093045606,-0.2561639038,-0.04946645138,0.1055356757,0.7038647441,-1.501218502
1081,Dustin Lynch,Small Town Boy,2YMhrXQYKkm4kXLcXKKd5z,2.658448001,-0.2110055736,0.5794048003,-0.398628982,1.079369219,0.4576024809,-1.568582268
1082,Aaron Shust,Zion,2Wk88K32sCd53jfXLbowv6,-1.157136766,-1.918127118,-0.5851961396,-0.398628982,-0.1853496684,0.3546006126,0.8854841042
1083,Aisha Badru,Mind on Fire,45RX9we2ExTAPtPmHRJT9C,0.1895402103,-1.4557817,-2.070170572,-0.3432253385,-0.4699114181,-1.172225419,2.979863506
1084,Lady Antebellum,Lay Our Flowers Down,2oiSQcGDnVlLI26UPeMICo,-0.9326906036,-0.15173052,0.6616628593,-0.398628982,-0.5141765791,0.9237876521,-0.9007119341
1085,Greeicy,Ya Para Qué,7HCZWKJmHITV7Pt5YTQDcL,1.536217187,0.1564997588,-1.481376045,-0.3986242388,-0.05255418523,-0.2527035425,1.793369292
1086,Skinshape,Left with a Gun,3I2ApTet8MLnGIcbL6isRu,-0.8204675222,0.5892076502,-0.5808667681,-0.2212576052,-0.5698242102,-0.1854632376,0.778889075
1087,McClenney,downforwhatever,6XI3aMxE0LD1OjfDJvIjsO,-0.9326906036,2.053301474,-1.728150222,-0.3981626348,-0.6140893713,-0.04327354824,0.132478577
1088,Korn,Rotting In Vain,5PCKCffFrcyUvnhxJoPlK2,-0.2593521153,-0.5429458739,1.45826722,-0.3985269437,1.079369219,0.7194970442,-0.4527378573
1089,Aziz Ansari,A Chunk on Marriage,77FJtn1xuDsFtyDiMYjnMs,-1.044913685,-0.3532657023,1.596807108,-0.398628982,4.759701181,0.8370605073,-1.269821114
1090,Ivy Queen,Menor Que Yo,68onoAjuq7W81vu0zWHYwl,-1.044913685,1.134538143,0.9950244666,-0.398628982,-0.4888822014,0.5256993502,-1.098947169
1091,MARINA,Can't Pin Me Down,7B2MV8I8oA8EU9blzoeAgh,-1.044913685,0.2928323821,0.3326306234,-0.398628982,-0.008289024169,0.2732269952,-0.3268625067
1092,Norah Jones,Lonestar,48eZIkw7epa5bSh830gDII,-0.0349059525,0.3106148982,-2.0355356,-0.3985731798,0.9465737358,-1.418273541,-1.0024785
1093,Max Romeo,Chase The Devil,29QAPQkjqokFyQZ18VKAdy,-1.269359848,1.685796142,-0.07865967133,-0.398628982,-0.3181451516,0.6295577829,-1.46775457
1094,Jake Miller,Can't Help Myself,4G6A1vrOJC6pUwBhxfoSQS,0.5262094544,0.3935999732,0.02524524524,-0.398628982,-0.5015293903,0.5548225396,-1.450117267
